date,max_temperature,min_temperature,avg_wind_speed,avg_precipitation,weather
2019-01-01,0.0,0.0,12.8,0.0,sun
2019-01-02,0.0,0.0,11.1,0.0,sun
2019-01-03,0.0,0.0,9.0,0.0,sun
2019-01-04,0.0,0.0,6.8,0.9,fog
2019-01-05,0.0,0.0,8.3,0.0,fog
2019-01-06,0.0,0.0,9.4,0.1,fog
2019-01-07,0.0,0.0,7.4,0.0,fog
2019-01-08,0.0,0.0,16.9,0.5,drizzle
2019-01-09,0.0,0.0,8.8,2.5,rain
2019-01-10,0.0,0.0,4.7,0.5,fog
2019-01-11,0.0,0.0,3.8,0.0,fog
2019-01-12,0.0,0.0,9.2,0.0,fog
2019-01-13,0.0,0.0,11.0,0.0,fog
2019-01-14,0.0,0.0,12.4,0.0,fog
2019-01-15,0.0,0.0,15.8,0.5,fog
2019-01-16,0.0,0.0,12.6,0.3,rain
2019-01-17,0.0,0.0,7.8,0.0,sun
2019-01-18,17.0,14.0,5.5,0.0,fog
2019-01-19,21.0,16.0,4.2,0.0,fog
2019-01-20,20.0,16.0,8.8,0.1,fog
2019-01-21,16.0,14.0,12.7,1.1,rain
2019-01-22,19.0,12.0,8.5,0.0,fog
2019-01-23,19.0,14.0,7.0,0.0,fog
2019-01-24,19.0,16.0,5.7,0.0,fog
2019-01-25,20.0,17.0,6.8,0.0,fog
2019-01-26,22.0,13.0,6.2,0.0,fog
2019-01-27,22.0,13.0,8.8,0.0,fog
2019-01-28,25.0,16.0,11.7,0.0,fog
2019-01-29,24.0,18.0,9.2,0.0,fog
2019-01-30,27.0,20.0,16.6,0.0,fog
2019-01-31,27.0,20.0,9.0,0.0,fog
2019-02-01,24.0,18.0,13.6,0.0,fog
2019-02-02,25.0,18.0,12.0,0.0,fog
2019-02-03,25.0,20.0,9.9,0.0,fog
2019-02-04,27.0,20.0,12.3,0.0,fog
2019-02-05,28.0,21.0,11.4,0.0,fog
2019-02-06,29.0,21.0,16.1,0.0,fog
2019-02-07,30.0,21.0,12.0,0.0,fog
2019-02-08,31.0,22.0,13.7,0.0,fog
2019-02-09,30.0,22.0,14.4,0.0,fog
2019-02-10,28.0,23.0,16.4,0.0,rain
2019-02-11,23.0,16.0,15.5,0.7,drizzle
2019-02-12,22.0,16.0,12.4,0.3,fog
2019-02-13,25.0,20.0,14.7,0.2,fog
2019-02-14,26.0,21.0,14.1,0.0,fog
2019-02-15,26.0,22.0,15.0,0.0,fog
2019-02-16,25.0,22.0,14.3,0.0,fog
2019-02-17,23.0,18.0,17.0,1.5,other
2019-02-18,29.0,19.0,12.5,15.0,fog
2019-02-19,27.0,23.0,15.2,0.0,fog
2019-02-20,29.0,23.0,16.0,0.0,fog
2019-02-21,31.0,18.0,18.8,0.0,fog
2019-02-22,19.0,16.0,13.6,1.5,drizzle
2019-02-23,17.0,15.0,15.1,0.5,drizzle
2019-02-24,17.0,14.0,11.9,0.1,drizzle
2019-02-25,18.0,14.0,10.4,0.5,drizzle
2019-02-26,19.0,15.0,6.7,0.2,drizzle
2019-02-27,23.0,18.0,6.7,0.2,fog
2019-02-28,26.0,20.0,10.3,0.0,fog
2019-03-01,27.0,21.0,15.9,3.0,fog
2019-03-02,29.0,23.0,15.0,0.5,fog
2019-03-03,29.0,22.0,12.0,0.0,rain
2019-03-04,24.0,22.0,13.3,0.0,fog
2019-03-05,30.0,24.0,14.8,0.0,fog
2019-03-06,24.0,17.0,16.8,0.0,rain
2019-03-07,19.0,16.0,11.3,0.0,drizzle
2019-03-08,19.0,16.0,8.5,0.0,drizzle
2019-03-09,22.0,18.0,11.8,0.0,fog
2019-03-10,22.0,18.0,7.5,0.0,sun
2019-03-11,26.0,18.0,7.3,0.0,fog
2019-03-12,26.0,19.0,10.4,0.0,fog
2019-03-13,26.0,21.0,8.8,0.0,fog
2019-03-14,28.0,21.0,11.1,0.0,other
2019-03-15,21.0,17.0,11.8,0.0,rain
2019-03-16,18.0,17.0,10.0,0.8,drizzle
2019-03-17,18.0,17.0,7.5,1.0,drizzle
2019-03-18,19.0,18.0,7.7,1.4,fog
2019-03-19,24.0,19.0,10.5,1.2,fog
2019-03-20,27.0,21.0,11.4,0.0,fog
2019-03-21,30.0,24.0,13.1,0.0,drizzle
2019-03-22,31.0,25.0,13.5,0.0,fog
2019-03-23,26.0,18.0,17.4,0.0,fog
2019-03-24,19.0,16.0,11.3,0.3,fog
2019-03-25,21.0,16.0,8.3,0.0,sun
2019-03-26,21.0,18.0,6.4,0.0,fog
2019-03-27,26.0,20.0,6.2,0.0,fog
2019-03-28,28.0,22.0,7.8,0.0,fog
2019-03-29,27.0,21.0,11.1,0.0,other
2019-03-30,30.0,24.0,12.4,0.0,fog
2019-03-31,31.0,25.0,14.1,0.0,fog
2019-04-01,26.0,19.0,12.8,15.0,other
2019-04-02,26.0,20.0,9.0,0.4,fog
2019-04-03,25.0,23.0,6.6,0.2,fog
2019-04-04,26.0,20.0,11.0,18.5,other
2019-04-05,26.0,22.0,10.2,0.0,fog
2019-04-06,26.0,22.0,9.2,0.0,fog
2019-04-07,31.0,24.0,12.7,0.0,fog
2019-04-08,31.0,26.0,13.6,0.0,sun
2019-04-09,32.0,26.0,13.3,0.0,fog
2019-04-10,31.0,26.0,12.8,0.0,other
2019-04-11,31.0,26.0,12.8,1.5,other
2019-04-12,29.0,26.0,14.7,0.0,fog
2019-04-13,32.0,25.0,16.9,0.3,other
2019-04-14,31.0,22.0,14.4,1.6,other
2019-04-15,24.0,23.0,9.6,3.0,drizzle
2019-04-16,25.0,22.0,9.3,1.2,rain
2019-04-17,26.0,23.0,10.5,0.4,fog
2019-04-18,32.0,26.0,13.9,0.6,fog
2019-04-19,35.0,26.0,10.4,0.0,fog
2019-04-20,36.0,27.0,11.8,0.0,fog
2019-04-21,33.0,25.0,12.3,0.1,other
2019-04-22,35.0,26.0,15.0,0.0,sun
2019-04-23,32.0,25.0,14.0,0.0,sun
2019-04-24,35.0,26.0,13.3,0.0,fog
2019-04-25,32.0,27.0,14.2,0.0,sun
2019-04-26,33.0,25.0,13.7,0.0,other
2019-04-27,32.0,26.0,16.8,0.3,other
2019-04-28,33.0,24.0,14.2,4.0,other
2019-04-29,33.0,23.0,12.2,0.0,fog
2019-04-30,26.0,21.0,11.0,45.0,other
2019-05-01,27.0,22.0,7.5,10.3,other
2019-05-02,27.0,23.0,7.3,1.5,fog
2019-05-03,25.0,22.0,6.1,2.5,drizzle
2019-05-04,25.2,22.0,6.8,1.2,rain
2019-05-05,29.0,24.0,8.2,1.0,fog
2019-05-06,30.3,24.0,11.5,0.0,rain
2019-05-07,26.7,24.0,9.0,0.4,drizzle
2019-05-08,25.0,22.0,11.9,1.5,rain
2019-05-09,24.0,22.0,9.5,0.2,rain
2019-05-10,26.0,22.0,6.2,0.0,rain
2019-05-11,27.0,23.0,7.2,0.2,fog
2019-05-12,32.0,26.0,14.0,0.0,fog
2019-05-13,32.0,27.0,15.4,0.0,fog
2019-05-14,33.0,26.0,10.2,2.0,rain
2019-05-15,35.0,27.0,12.5,1.0,fog
2019-05-16,37.0,28.0,11.5,0.0,sun
2019-05-17,38.0,28.0,11.1,0.0,sun
2019-05-18,40.0,28.0,11.3,0.0,sun
2019-05-19,39.0,29.0,12.2,0.0,sun
2019-05-20,35.0,25.0,14.1,0.0,sun
2019-05-21,29.0,24.0,11.3,2.6,rain
2019-05-22,30.0,23.0,7.8,1.0,other
2019-05-23,32.0,26.0,9.5,0.0,fog
2019-05-24,33.0,26.0,12.5,0.0,rain
2019-05-25,35.0,28.0,13.5,1.0,other
2019-05-26,36.0,27.0,10.9,0.0,other
2019-05-27,30.0,26.0,7.8,0.2,other
2019-05-28,31.0,23.0,11.7,0.0,rain
2019-05-29,29.0,24.0,9.6,2.0,rain
2019-05-30,30.0,24.0,10.7,3.6,other
2019-05-31,28.0,23.0,11.4,13.0,rain
2019-06-01,25.0,23.0,8.5,20.0,other
2019-06-02,32.0,23.0,6.8,0.1,fog
2019-06-03,32.0,26.0,8.5,0.0,fog
2019-06-04,35.0,26.0,9.0,0.0,other
2019-06-05,36.0,25.0,11.2,0.0,fog
2019-06-06,36.0,25.0,11.8,7.5,other
2019-06-07,33.0,28.0,13.3,0.4,other
2019-06-08,34.0,28.0,12.4,2.0,rain
2019-06-09,38.0,29.0,12.3,0.0,sun
2019-06-10,36.0,29.0,11.9,0.0,sun
2019-06-11,34.0,29.0,10.5,0.0,sun
2019-06-12,38.0,30.0,10.7,0.0,sun
2019-06-13,31.0,27.0,10.6,0.0,sun
2019-06-14,34.0,27.0,11.8,0.0,other
2019-06-15,35.0,29.0,10.3,0.0,sun
2019-06-16,36.0,27.0,13.0,0.0,sun
2019-06-17,34.0,25.0,13.5,0.0,rain
2019-06-18,30.0,26.0,9.0,9.4,fog
2019-06-19,34.0,28.0,13.0,6.0,rain
2019-06-20,35.0,29.0,11.7,0.0,sun
2019-06-21,38.0,30.0,12.6,0.0,sun
2019-06-22,39.0,31.0,15.7,0.0,sun
2019-06-23,36.0,26.0,14.0,0.0,rain
2019-06-24,27.0,25.0,9.1,0.4,rain
2019-06-25,33.0,26.0,7.5,0.0,rain
2019-06-26,37.0,28.0,8.6,2.0,other
2019-06-27,37.0,29.0,9.6,0.0,sun
2019-06-28,38.0,29.0,11.6,0.0,sun
2019-06-29,38.0,25.0,11.3,0.0,rain
2019-06-30,31.0,26.0,6.8,35.0,rain
2019-07-01,32.0,27.0,10.8,0.0,other
2019-07-02,34.0,28.0,9.2,0.5,other
2019-07-03,36.0,26.0,19.1,2.4,other
2019-07-04,28.0,26.0,13.7,12.5,rain
2019-07-05,36.0,28.0,10.2,0.0,sun
2019-07-06,36.0,29.0,7.7,0.0,sun
2019-07-07,36.0,29.0,9.5,0.0,sun
2019-07-08,38.0,30.0,8.4,0.0,sun
2019-07-09,35.0,26.0,10.4,1.0,other
2019-07-10,30.0,24.0,8.0,0.0,rain
2019-07-11,34.0,27.0,7.8,0.0,sun
2019-07-12,37.0,28.0,8.5,0.0,sun
2019-07-13,36.0,30.0,8.0,0.0,sun
2019-07-14,30.0,27.0,7.4,0.0,sun
2019-07-15,35.0,26.0,8.3,9.0,other
2019-07-16,34.0,27.0,9.5,0.0,sun
2019-07-17,36.0,28.0,12.9,0.0,fog
2019-07-18,35.0,29.0,9.8,0.0,fog
2019-07-19,37.0,27.0,12.2,0.0,fog
2019-07-20,36.0,27.0,8.8,0.0,rain
2019-07-21,36.0,26.0,10.1,3.0,rain
2019-07-22,34.0,27.0,12.8,0.0,other
2019-07-23,34.0,27.0,8.6,0.0,rain
2019-07-24,33.0,26.0,8.1,0.0,rain
2019-07-25,32.0,27.0,9.2,0.0,other
2019-07-26,34.0,28.0,10.4,0.0,fog
2019-07-27,35.0,28.0,10.8,0.0,sun
2019-07-28,34.0,28.0,11.2,7.0,other
2019-07-29,34.0,27.0,11.1,42.0,other
2019-07-30,33.0,27.0,9.0,9.5,rain
2019-07-31,34.0,27.0,9.8,0.0,rain
2019-08-01,29.0,25.0,10.0,17.0,rain
2019-08-02,29.0,26.0,14.1,4.5,rain
2019-08-03,27.0,25.0,19.8,65.0,rain
2019-08-04,30.0,26.0,10.6,38.5,rain
2019-08-05,33.0,25.0,7.4,2.1,other
2019-08-06,35.0,27.0,6.3,0.0,sun
2019-08-07,36.0,28.0,8.4,0.0,fog
2019-08-08,33.0,24.0,8.8,4.0,other
2019-08-09,35.0,26.0,6.7,46.0,other
2019-08-10,35.0,28.0,8.0,0.0,fog
2019-08-11,36.0,29.0,8.9,0.0,fog
2019-08-12,37.0,28.0,5.7,0.0,other
2019-08-13,37.0,30.0,6.9,0.0,sun
2019-08-14,37.0,28.0,8.0,0.0,other
2019-08-15,36.0,26.0,9.7,0.0,other
2019-08-16,31.0,27.0,10.0,0.1,other
2019-08-17,32.0,26.0,6.0,0.0,other
2019-08-18,35.0,28.0,7.3,0.0,fog
2019-08-19,34.0,26.0,7.7,16.0,other
2019-08-20,34.0,26.0,8.3,17.0,fog
2019-08-21,30.0,26.0,6.1,4.0,fog
2019-08-22,31.0,26.0,8.0,53.0,other
2019-08-23,32.0,24.0,8.0,2.0,other
2019-08-24,34.0,25.0,9.1,3.1,fog
2019-08-25,35.0,26.0,6.2,0.0,fog
2019-08-26,32.0,26.0,9.8,0.0,fog
2019-08-27,33.0,26.0,8.4,0.0,other
2019-08-28,33.0,27.0,8.4,1.0,other
2019-08-29,37.0,27.0,12.6,22.0,rain
2019-08-30,31.0,25.0,12.2,16.2,rain
2019-08-31,31.0,25.0,7.7,18.0,rain
2019-09-01,29.0,26.0,10.3,13.0,other
2019-09-02,33.0,27.0,11.2,0.1,sun
2019-09-03,33.0,27.0,11.8,0.0,rain
2019-09-04,30.0,29.0,6.9,0.1,other
2019-09-05,35.0,27.0,8.3,0.0,fog
2019-09-06,36.0,27.0,7.5,0.0,fog
2019-09-07,36.0,28.0,13.5,0.0,fog
2019-09-08,36.0,28.0,13.0,1.0,other
2019-09-09,34.0,27.0,11.5,2.0,other
2019-09-10,26.0,25.0,11.5,3.0,other
2019-09-11,31.0,25.0,7.2,3.8,other
2019-09-12,34.0,26.0,6.7,5.0,fog
2019-09-13,34.0,26.0,6.6,0.0,fog
2019-09-14,35.0,26.0,5.6,0.0,fog
2019-09-15,35.0,27.0,7.9,0.0,fog
2019-09-16,34.0,26.0,6.8,6.0,fog
2019-09-17,34.0,27.0,6.7,0.0,fog
2019-09-18,33.0,25.0,7.9,0.0,other
2019-09-19,28.0,24.0,5.3,35.5,rain
2019-09-20,32.0,26.0,7.1,0.2,fog
2019-09-21,32.0,26.0,10.3,0.0,sun
2019-09-22,32.0,22.0,8.3,0.0,other
2019-09-23,31.0,21.0,7.8,0.0,other
2019-09-24,32.0,22.0,6.2,0.0,other
2019-09-25,33.0,22.0,6.3,0.0,fog
2019-09-26,32.0,24.0,7.6,0.0,fog
2019-09-27,32.0,22.0,6.1,0.0,fog
2019-09-28,33.0,22.0,5.8,0.0,fog
2019-09-29,33.0,22.0,6.6,0.0,fog
2019-09-30,34.0,24.0,7.9,0.0,other
2019-10-01,33.0,25.0,9.8,0.0,fog
2019-10-02,32.0,25.0,11.4,0.0,fog
2019-10-03,27.0,22.0,6.8,5.0,other
2019-10-04,29.0,23.0,7.0,18.5,other
2019-10-05,32.0,24.0,7.8,0.2,other
2019-10-06,33.0,23.0,6.3,0.0,fog
2019-10-07,33.0,24.0,7.5,0.0,rain
2019-10-08,27.0,23.0,7.9,4.5,rain
2019-10-09,27.0,23.0,7.8,9.0,rain
2019-10-10,32.0,24.0,10.0,0.1,fog
2019-10-11,33.0,25.0,12.7,0.0,fog
2019-10-12,33.0,26.0,12.1,0.0,fog
2019-10-13,31.0,24.0,9.7,0.0,rain
2019-10-14,30.0,24.0,13.2,1.0,other
2019-10-15,27.0,24.0,8.5,0.7,fog
2019-10-16,30.0,23.0,6.9,6.0,rain
2019-10-17,29.0,22.0,10.6,1.2,other
2019-10-18,27.0,21.0,9.0,0.1,sun
2019-10-19,31.0,22.0,6.9,0.0,sun
2019-10-20,30.0,24.0,7.2,0.0,fog
2019-10-21,31.0,24.0,10.0,0.0,fog
2019-10-22,32.0,25.0,15.0,0.0,fog
2019-10-23,32.0,23.0,16.3,0.0,other
2019-10-24,23.0,21.0,10.7,1.2,rain
2019-10-25,26.0,22.0,6.0,0.0,fog
2019-10-26,30.0,24.0,6.0,0.1,fog
2019-10-27,31.0,24.0,9.9,1.0,fog
2019-10-28,23.0,18.0,13.0,6.5,rain
2019-10-29,28.0,17.0,7.2,0.0,sun
2019-10-30,29.0,17.0,7.5,0.0,other
2019-10-31,27.0,18.0,7.8,0.0,rain
2019-11-01,20.0,18.0,10.4,11.0,rain
2019-11-02,24.0,20.0,12.4,4.0,rain
2019-11-03,27.0,22.0,8.1,0.7,fog
2019-11-04,29.0,20.0,9.6,0.0,sun
2019-11-05,28.0,18.0,7.9,0.0,fog
2019-11-06,28.0,19.0,7.2,0.0,fog
2019-11-07,28.0,21.0,10.0,0.0,fog
2019-11-08,27.0,17.0,7.5,0.0,sun
2019-11-09,27.0,17.0,6.4,0.0,fog
2019-11-10,28.0,17.0,7.1,0.0,fog
2019-11-11,28.0,18.0,5.1,0.0,fog
2019-11-12,28.0,20.0,8.1,0.0,fog
2019-11-13,27.0,20.0,11.9,2.0,fog
2019-11-14,23.0,18.0,7.3,8.0,other
2019-11-15,27.0,20.0,10.9,0.0,fog
2019-11-16,28.0,23.0,15.5,0.0,fog
2019-11-17,30.0,24.0,13.4,0.0,fog
2019-11-18,30.0,17.0,14.6,3.0,rain
2019-11-19,22.0,17.0,9.1,5.0,other
2019-11-20,24.0,18.0,6.4,0.0,fog
2019-11-21,25.0,19.0,6.2,0.0,fog
2019-11-22,27.0,19.0,9.7,0.0,fog
2019-11-23,27.0,20.0,11.5,0.0,fog
2019-11-24,29.0,21.0,11.0,0.0,fog
2019-11-25,29.0,20.0,8.5,0.0,fog
2019-11-26,24.0,20.0,7.7,0.0,fog
2019-11-27,27.0,19.0,12.0,0.0,other
2019-11-28,22.0,18.0,12.1,0.0,sun
2019-11-29,23.0,18.0,8.7,0.0,fog
2019-11-30,25.0,19.0,8.7,0.0,fog
2019-12-01,24.0,17.0,18.6,0.1,other
2019-12-02,21.0,15.0,13.3,0.0,sun
2019-12-03,22.0,13.0,9.1,0.0,sun
2019-12-04,23.0,13.0,10.6,0.0,sun
2019-12-05,23.0,14.0,12.7,0.0,sun
2019-12-06,21.0,10.0,10.0,0.0,sun
2019-12-07,22.0,8.0,6.5,0.0,fog
2019-12-08,22.0,9.0,6.7,0.0,sun
2019-12-09,22.0,10.0,6.5,0.0,sun
2019-12-10,23.0,9.0,5.8,0.0,fog
2019-12-11,23.0,10.0,5.0,0.0,fog
2019-12-12,24.0,11.0,6.0,0.0,fog
2019-12-13,24.0,15.0,6.6,0.0,fog
2019-12-14,24.0,16.0,7.2,0.0,fog
2019-12-15,26.0,20.0,10.2,0.0,fog
2019-12-16,27.0,20.0,9.2,0.0,fog
2019-12-17,27.0,21.0,9.5,0.0,fog
2019-12-18,29.0,21.0,12.5,0.0,fog
2019-12-19,26.0,17.0,17.2,0.0,fog
2019-12-20,17.0,15.0,13.0,0.0,fog
2019-12-21,16.0,15.0,9.7,1.0,rain
2019-12-22,16.0,15.0,9.8,0.6,drizzle
2019-12-23,20.0,16.0,4.6,0.6,fog
2019-12-24,25.0,19.0,10.8,0.0,fog
2019-12-25,27.0,21.0,13.4,0.0,fog
2019-12-26,25.0,17.0,14.9,0.0,other
2019-12-27,17.0,16.0,10.2,0.0,sun
2019-12-28,19.0,16.0,7.9,0.0,fog
2019-12-29,24.0,16.0,7.4,0.0,fog
2019-12-30,23.0,18.0,7.5,0.0,fog
2019-12-31,23.0,20.0,6.3,0.3,fog
2020-01-01,0.0,0.0,5.9,0.2,fog
2020-01-02,0.0,0.0,9.8,0.0,fog
2020-01-03,0.0,0.0,10.6,0.0,fog
2020-01-04,0.0,0.0,8.6,3.5,fog
2020-01-05,0.0,0.0,10.8,3.0,fog
2020-01-06,0.0,0.0,15.2,0.0,fog
2020-01-07,0.0,0.0,6.6,1.4,fog
2020-01-08,0.0,0.0,12.8,0.0,fog
2020-01-09,0.0,0.0,12.2,0.0,fog
2020-01-10,0.0,0.0,14.3,0.0,fog
2020-01-11,0.0,0.0,17.5,0.0,rain
2020-01-12,0.0,0.0,8.0,0.9,other
2020-01-13,0.0,0.0,4.4,0.2,fog
2020-01-14,0.0,0.0,7.1,0.3,fog
2020-01-15,0.0,0.0,19.2,0.0,sun
2020-01-16,0.0,0.0,17.3,0.0,rain
2020-01-17,0.0,0.0,13.7,0.0,drizzle
2020-01-18,15.0,14.0,10.6,0.2,fog
2020-01-19,16.0,13.0,11.8,0.2,other
2020-01-20,15.0,14.0,6.2,0.0,fog
2020-01-21,21.0,15.0,6.8,0.0,fog
2020-01-22,24.0,18.0,10.0,0.1,fog
2020-01-23,27.0,21.0,14.8,0.0,fog
2020-01-24,23.0,20.0,13.2,3.5,rain
2020-01-25,20.0,13.0,19.1,29.0,rain
2020-01-26,19.0,13.0,11.5,8.0,sun
2020-01-27,16.0,13.0,11.9,0.0,sun
2020-01-28,16.0,14.0,10.0,0.0,sun
2020-01-29,16.0,10.0,8.2,0.0,sun
2020-01-30,20.0,11.0,6.8,0.0,sun
2020-01-31,20.0,13.0,7.1,0.0,fog
2020-02-01,17.0,15.0,5.2,0.0,fog
2020-02-02,20.0,16.0,4.6,0.0,fog
2020-02-03,20.0,13.0,15.3,1.1,rain
2020-02-04,14.0,14.0,10.4,2.2,drizzle
2020-02-05,15.0,14.0,7.2,1.5,rain
2020-02-06,20.0,15.0,6.1,0.1,fog
2020-02-07,20.0,17.0,8.8,0.4,fog
2020-02-08,18.0,14.0,15.5,2.0,drizzle
2020-02-09,16.0,14.0,10.5,0.9,drizzle
2020-02-10,18.0,14.0,7.2,0.0,fog
2020-02-11,22.0,17.0,6.9,0.1,fog
2020-02-12,23.0,18.0,7.5,0.2,fog
2020-02-13,22.0,20.0,7.6,1.5,fog
2020-02-14,27.0,22.0,13.5,0.3,fog
2020-02-15,28.0,18.0,16.2,0.0,fog
2020-02-16,20.0,16.0,14.2,0.3,other
2020-02-17,20.0,15.0,10.5,0.0,sun
2020-02-18,21.0,15.0,9.1,0.0,sun
2020-02-19,21.0,15.0,6.5,0.0,fog
2020-02-20,19.0,17.0,7.6,0.0,fog
2020-02-21,22.0,17.0,9.6,0.0,fog
2020-02-22,24.0,16.0,4.7,0.0,fog
2020-02-23,25.0,16.0,8.3,0.0,fog
2020-02-24,26.0,18.0,11.5,0.0,fog
2020-02-25,26.0,18.0,9.3,0.0,fog
2020-02-26,27.0,19.0,10.3,0.0,fog
2020-02-27,28.0,21.0,11.6,0.0,fog
2020-02-28,27.0,21.0,11.8,0.0,other
2020-02-29,27.0,21.0,12.3,0.0,fog
2020-03-01,26.0,22.0,13.4,0.0,fog
2020-03-02,25.0,20.0,14.9,0.2,rain
2020-03-03,25.0,21.0,12.8,49.5,rain
2020-03-04,21.0,15.0,13.6,10.0,rain
