date,max_temperature,min_temperature,avg_wind_speed,avg_precipitation,weather
2023-09-19,34.0,27.0,11.7,0.0,fog
2023-09-20,34.0,27.0,12.3,0.0,fog
2023-09-21,35.0,27.0,11.4,0.0,sun
2023-09-22,35.0,27.0,10.2,0.0,sun
2023-09-23,35.0,26.0,10.3,0.0,sun
2023-09-24,34.0,26.0,8.0,0.0,fog
2023-09-25,35.0,25.0,6.5,21.0,other
2023-09-26,30.0,26.0,12.3,9.0,rain
2023-09-27,30.0,25.0,11.8,7.0,rain
2023-09-28,25.0,23.0,6.9,87.0,rain
2023-09-29,32.0,25.0,5.0,0.3,other
2023-09-30,33.0,26.0,6.4,0.0,other
2023-10-01,34.0,26.0,8.6,0.0,fog
2023-10-02,34.0,26.0,6.9,0.0,fog
2023-10-03,33.0,26.0,7.0,0.0,fog
2023-10-04,34.0,27.0,9.0,0.0,fog
2023-10-05,35.0,27.0,8.8,0.0,fog
2023-10-06,35.0,28.0,11.9,0.0,fog
2023-10-07,27.0,24.0,13.8,1.0,rain
2023-10-08,31.0,24.0,10.8,0.0,sun
2023-10-09,31.0,25.0,10.9,0.0,sun
2023-10-10,30.0,24.0,12.5,0.0,other
2023-10-11,29.0,23.0,9.9,0.0,sun
2023-10-12,25.0,23.0,10.1,0.1,rain
2023-10-13,29.0,24.0,7.0,0.0,sun
2023-10-14,29.0,23.0,13.2,0.0,sun
2023-10-15,30.0,22.0,9.0,0.0,sun
2023-10-16,32.0,22.0,7.0,0.0,sun
2023-10-17,32.0,22.0,5.8,0.0,sun
2023-10-18,33.0,23.0,6.5,0.0,sun
2023-10-19,33.0,24.0,10.6,0.0,sun
2023-10-20,31.0,25.0,13.9,0.0,sun
2023-10-21,29.0,23.0,11.2,0.0,sun
2023-10-22,28.0,23.0,8.8,0.0,sun
2023-10-23,28.0,23.0,6.8,0.0,sun
2023-10-24,31.0,24.0,6.6,0.1,other
2023-10-25,32.0,25.0,5.6,0.7,fog
2023-10-26,34.0,23.0,8.0,0.0,sun
2023-10-27,32.0,25.0,6.6,0.0,other
2023-10-28,27.0,23.0,11.0,1.1,other
2023-10-29,26.0,23.0,10.5,2.1,rain
2023-10-30,29.0,21.0,7.3,14.0,sun
2023-10-31,30.0,22.0,6.6,0.0,sun
2023-11-01,31.0,22.0,6.5,0.0,fog
2023-11-02,31.0,22.0,8.8,0.0,fog
2023-11-03,31.0,24.0,11.8,0.0,fog
2023-11-04,32.0,25.0,13.0,0.0,fog
2023-11-05,32.0,25.0,12.8,0.0,fog
2023-11-06,30.0,22.0,12.0,0.7,rain
2023-11-07,25.0,22.0,5.9,11.5,other
2023-11-08,31.0,23.0,8.0,0.0,sun
2023-11-09,31.0,24.0,8.3,0.0,fog
2023-11-10,33.0,25.0,10.6,0.0,fog
2023-11-11,33.0,25.0,9.3,0.0,fog
2023-11-12,32.0,20.0,15.3,30.0,other
2023-11-13,19.0,16.0,16.8,4.5,rain
2023-11-14,21.0,17.0,8.9,0.0,sun
2023-11-15,22.0,18.0,9.0,0.0,drizzle
2023-11-16,23.0,16.0,13.3,0.3,other
2023-11-17,26.0,13.0,7.2,0.0,sun
2023-11-18,26.0,14.0,4.6,0.0,sun
2023-11-19,26.0,16.0,6.1,0.0,sun
2023-11-20,27.0,16.0,7.2,0.0,fog
2023-11-21,27.0,16.0,8.1,0.0,fog
2023-11-22,24.0,19.0,5.9,0.0,fog
2023-11-23,28.0,20.0,6.0,0.0,fog
2023-11-24,27.0,21.0,5.6,0.0,fog
2023-11-25,28.0,19.0,6.9,0.0,fog
2023-11-26,29.0,19.0,7.0,0.0,fog
2023-11-27,29.0,19.0,5.2,0.0,fog
2023-11-28,28.0,19.0,6.9,0.0,fog
2023-11-29,27.0,19.0,4.9,0.0,fog
2023-11-30,27.0,20.0,8.3,0.0,rain
2023-12-01,19.0,16.0,14.7,10.0,rain
2023-12-02,18.0,16.0,9.5,0.0,rain
2023-12-03,19.0,17.0,8.8,0.0,fog
2023-12-04,20.0,17.0,9.2,0.0,rain
2023-12-05,19.0,18.0,8.4,0.0,fog
2023-12-06,25.0,15.0,8.1,0.8,rain
2023-12-07,26.0,16.0,6.5,0.0,fog
2023-12-08,27.0,17.0,9.6,0.0,fog
2023-12-09,26.0,19.0,7.8,0.0,fog
2023-12-10,27.0,23.0,10.2,0.0,fog
2023-12-11,27.0,23.0,9.3,0.0,fog
2023-12-12,27.0,22.0,9.4,0.0,fog
2023-12-13,28.0,21.0,12.3,0.0,fog
2023-12-14,30.0,22.0,11.6,0.0,fog
2023-12-15,29.0,23.0,8.4,0.0,rain
2023-12-16,24.0,13.0,19.8,0.0,rain
2023-12-17,16.0,13.0,12.8,0.0,sun
2023-12-18,17.0,12.0,10.0,0.0,drizzle
2023-12-19,15.0,12.0,17.2,0.0,other
2023-12-20,18.0,13.0,12.6,0.0,sun
2023-12-21,17.0,11.0,12.1,0.0,sun
2023-12-22,17.0,8.0,9.0,0.0,sun
2023-12-23,19.0,9.0,9.7,0.0,sun
2023-12-24,19.0,14.0,11.2,0.0,sun
2023-12-25,21.0,9.0,8.8,0.0,sun
2023-12-26,22.0,10.0,4.9,0.0,fog
2023-12-27,24.0,12.0,5.9,0.0,fog
2023-12-28,25.0,14.0,5.0,0.0,fog
2023-12-29,24.0,16.0,5.2,0.0,other
2023-12-30,24.0,19.0,6.2,0.4,fog
2023-12-31,25.0,19.0,6.5,0.1,fog
2024-01-01,28.0,19.0,12.0,0.0,sun
2024-01-02,27.0,18.0,12.3,0.0,sun
2024-01-03,21.0,17.0,11.1,2.3,rain
2024-01-04,21.0,17.0,9.4,0.0,sun
2024-01-05,23.0,18.0,5.9,0.0,sun
2024-01-06,26.0,19.0,6.5,0.0,sun
2024-01-07,25.0,20.0,12.5,0.0,sun
2024-01-08,26.0,20.0,13.6,0.0,sun
2024-01-09,26.0,21.0,12.1,0.0,sun
2024-01-10,20.0,17.0,12.6,2.0,rain
2024-01-11,18.0,17.0,8.0,4.0,rain
2024-01-12,18.0,17.0,5.9,4.0,rain
2024-01-13,19.0,18.0,5.7,1.5,drizzle
2024-01-14,20.0,18.0,4.9,0.8,drizzle
2024-01-15,24.0,18.0,5.8,0.1,sun
2024-01-16,24.0,19.0,8.1,1.3,rain
2024-01-17,22.0,20.0,9.3,4.5,rain
2024-01-18,27.0,20.0,13.4,0.7,sun
2024-01-19,27.0,20.0,14.0,0.0,sun
2024-01-20,26.0,16.0,17.2,0.0,sun
2024-01-21,16.0,13.0,15.5,0.8,drizzle
2024-01-22,13.0,9.0,17.1,2.0,other
2024-01-23,12.0,8.0,14.3,0.2,other
2024-01-24,12.0,9.0,11.9,0.0,sun
2024-01-25,13.0,10.0,9.0,0.0,sun
2024-01-26,14.0,9.0,12.5,0.0,rain
2024-01-27,12.0,9.0,11.2,2.0,sun
2024-01-28,14.0,11.0,10.8,0.0,sun
2024-01-29,15.0,11.0,4.4,2.0,other
2024-01-30,16.0,13.0,4.6,0.0,fog
2024-01-31,19.0,15.0,5.6,0.2,sun
2024-02-01,21.0,17.0,5.3,0.2,sun
2024-02-02,25.0,20.0,10.4,0.0,other
2024-02-03,25.0,21.0,15.4,0.6,sun
2024-02-04,28.0,21.0,12.7,0.4,sun
2024-02-05,27.0,20.0,15.5,0.0,sun
2024-02-06,24.0,16.0,15.0,0.0,drizzle
2024-02-07,17.0,12.0,19.3,0.2,other
2024-02-08,15.0,12.0,15.7,0.1,sun
2024-02-09,17.0,13.0,8.4,0.0,sun
2024-02-10,21.0,15.0,6.2,0.0,sun
2024-02-11,23.0,12.0,6.9,0.0,sun
2024-02-12,24.0,12.0,10.1,0.0,fog
2024-02-13,26.0,17.0,13.3,0.0,sun
2024-02-14,24.0,20.0,15.0,0.0,sun
2024-02-15,24.0,19.0,6.2,0.0,fog
2024-02-16,25.0,17.0,10.9,0.0,sun
2024-02-17,25.0,19.0,14.2,0.0,sun
2024-02-18,27.0,21.0,14.3,0.0,sun
2024-02-19,27.0,22.0,15.0,0.0,sun
2024-02-20,26.0,23.0,15.1,0.0,drizzle
2024-02-21,27.0,23.0,14.4,0.0,fog
2024-02-22,26.0,22.0,13.1,0.4,drizzle
2024-02-23,22.0,13.0,17.7,3.5,drizzle
2024-02-24,13.0,12.0,14.8,2.0,drizzle
2024-02-25,14.0,11.0,10.3,1.0,other
2024-02-26,15.0,12.0,15.2,0.1,drizzle
2024-02-27,15.0,12.0,11.9,0.3,other
2024-02-28,15.0,12.0,9.0,0.1,fog
2024-02-29,16.0,13.0,14.6,0.4,drizzle
2024-03-01,16.0,13.0,13.4,0.0,sun
2024-03-02,17.0,13.0,9.6,0.0,sun
2024-03-03,19.0,15.0,11.0,0.0,sun
2024-03-04,20.0,16.0,5.4,0.2,drizzle
2024-03-05,30.0,19.0,6.0,0.0,sun
2024-03-06,29.0,20.0,12.2,0.0,sun
2024-03-07,24.0,20.0,10.4,0.0,sun
2024-03-08,21.0,17.0,6.8,0.0,sun
2024-03-09,18.0,16.0,10.2,0.0,drizzle
2024-03-10,18.0,16.0,10.6,0.5,other
2024-03-11,25.0,17.0,10.2,0.1,sun
2024-03-12,25.0,18.0,12.3,0.0,fog
2024-03-13,23.0,19.0,9.4,0.0,sun
2024-03-14,21.0,19.0,8.4,2.0,drizzle
2024-03-15,23.0,19.0,9.0,1.6,sun
2024-03-16,25.0,22.0,10.0,0.0,other
2024-03-17,25.0,22.0,10.0,0.0,sun
2024-03-18,26.0,20.0,11.5,0.2,other
2024-03-19,20.0,17.0,11.6,14.0,other
2024-03-20,23.0,17.0,5.4,0.1,sun
2024-03-21,26.0,18.0,14.5,0.0,sun
2024-03-22,23.0,20.0,9.2,0.0,sun
2024-03-23,29.0,22.0,14.4,0.0,sun
2024-03-24,25.0,23.0,12.5,0.1,sun
2024-03-25,30.0,23.0,12.3,0.1,sun
2024-03-26,30.0,24.0,14.0,0.0,sun
2024-03-27,29.0,24.0,16.0,0.0,sun
2024-03-28,26.0,22.0,8.4,0.5,other
2024-03-29,27.0,21.0,8.4,2.0,sun
2024-03-30,30.0,23.0,10.5,0.0,sun
2024-03-31,32.0,25.0,10.2,0.0,sun
2024-04-01,33.0,25.0,11.9,0.0,sun
2024-04-02,33.0,25.0,12.3,0.0,sun
2024-04-03,32.0,26.0,12.8,0.0,sun
2024-04-04,31.0,25.0,14.4,0.0,sun
2024-04-05,28.0,24.0,18.1,0.1,drizzle
2024-04-06,28.0,24.0,13.6,0.5,other
2024-04-07,25.0,21.0,12.3,0.5,sun
2024-04-08,24.0,21.0,9.3,1.0,other
2024-04-09,25.0,22.0,6.8,0.5,drizzle
2024-04-10,24.0,22.0,7.1,0.1,sun
2024-04-11,29.0,24.0,10.4,0.0,sun
2024-04-12,31.0,25.0,14.3,0.0,sun
2024-04-13,31.0,26.0,16.9,0.0,sun
2024-04-14,30.0,26.0,13.0,0.0,sun
2024-04-15,29.0,25.0,13.4,0.0,other
2024-04-16,33.0,25.0,17.5,3.0,sun
2024-04-17,30.0,25.0,12.6,0.0,other
2024-04-18,32.0,24.0,15.0,7.0,other
2024-04-19,31.0,27.0,13.6,0.0,sun
2024-04-20,34.0,24.0,12.6,9.0,rain
2024-04-21,32.0,24.0,12.6,41.0,sun
2024-04-22,29.0,24.0,9.9,0.0,sun
2024-04-23,31.0,24.0,11.1,0.0,other
2024-04-24,28.0,23.0,8.3,1.5,other
2024-04-25,34.0,26.0,11.4,6.0,sun
2024-04-26,36.0,27.0,11.2,0.0,sun
2024-04-27,40.0,27.0,10.0,0.0,sun
2024-04-28,35.0,28.0,14.4,0.0,sun
2024-04-29,34.0,27.0,14.0,0.0,sun
2024-04-30,36.0,25.0,11.9,0.0,sun
2024-05-01,28.0,22.0,11.1,0.0,other
2024-05-02,26.0,23.0,11.4,16.5,other
2024-05-03,27.0,23.0,11.5,17.0,other
2024-05-04,33.0,24.0,14.1,0.0,sun
2024-05-05,28.0,25.0,9.5,0.0,other
2024-05-06,28.0,23.0,8.4,1.0,other
2024-05-07,30.0,25.0,8.2,5.0,other
2024-05-08,30.0,23.0,11.2,5.0,rain
2024-05-09,31.0,23.0,9.5,2.0,other
2024-05-10,32.0,25.0,13.5,0.1,sun
2024-05-11,33.0,26.0,13.0,0.0,sun
2024-05-12,34.0,23.0,12.3,17.0,other
2024-05-13,30.0,24.0,7.7,146.0,other
2024-05-14,32.0,25.0,9.7,0.0,sun
2024-05-15,31.0,24.0,10.5,0.8,other
2024-05-16,31.0,25.0,9.4,0.2,sun
2024-05-17,31.0,26.0,12.2,0.0,sun
2024-05-18,32.0,27.0,14.8,0.0,sun
2024-05-19,32.0,25.0,9.5,44.0,other
2024-05-20,31.0,25.4,7.8,8.0,other
2024-05-21,34.0,25.0,6.8,0.0,sun
2024-05-22,33.0,26.0,7.9,0.0,other
2024-05-23,32.0,26.0,6.5,3.5,other
2024-05-24,35.0,26.0,9.6,0.0,other
2024-05-25,32.0,26.0,10.7,7.0,other
2024-05-26,35.0,27.0,9.8,10.0,other
2024-05-27,36.0,29.0,8.1,0.2,other
2024-05-28,35.0,29.0,10.5,0.0,sun
2024-05-29,36.0,29.0,14.9,0.0,sun
2024-05-30,35.0,23.0,12.0,58.0,rain
2024-05-31,29.0,25.0,6.7,16.0,rain
2024-06-01,34.0,26.8,8.4,0.0,sun
2024-06-02,36.0,28.0,11.0,0.0,fog
2024-06-03,37.0,27.0,11.3,0.0,rain
2024-06-04,33.0,27.0,9.5,6.5,other
2024-06-05,29.0,24.0,8.9,35.0,other
2024-06-06,29.0,24.0,7.4,2.5,other
2024-06-07,33.0,27.0,8.6,0.0,other
2024-06-08,33.0,26.0,11.1,20.0,rain
2024-06-09,26.0,26.0,9.5,15.5,rain
2024-06-10,31.0,26.0,11.0,8.0,rain
2024-06-11,35.0,28.0,10.0,5.5,other
2024-06-12,35.0,29.0,6.6,0.2,sun
2024-06-13,37.0,30.0,7.1,0.0,sun
2024-06-14,37.0,29.0,8.5,0.0,sun
2024-06-15,34.0,29.0,8.3,0.0,sun
2024-06-16,36.0,26.0,9.7,0.1,other
2024-06-17,37.0,26.0,10.8,3.0,rain
2024-06-18,35.0,27.0,10.4,8.0,other
2024-06-19,38.0,24.0,10.5,0.0,other
2024-06-20,36.0,28.0,9.6,0.8,sun
2024-06-21,35.0,29.0,12.3,2.4,other
2024-06-22,34.0,28.0,14.0,0.0,sun
2024-06-23,35.0,27.0,8.7,52.0,other
2024-06-24,32.0,26.0,9.8,6.0,rain
2024-06-25,31.0,26.0,10.7,12.0,other
2024-06-26,30.0,25.0,11.1,3.0,other
2024-06-27,33.0,26.0,11.6,7.5,other
2024-06-28,33.0,28.0,16.6,0.4,other
2024-06-29,36.0,28.0,9.8,10.0,other
2024-06-30,36.0,29.0,10.7,3.0,sun
2024-07-01,35.0,28.0,9.5,0.0,sun
2024-07-02,31.0,26.0,10.7,0.0,rain
2024-07-03,29.0,26.0,9.0,4.0,other
2024-07-04,34.0,26.0,13.0,3.0,rain
2024-07-05,35.0,27.0,13.0,0.0,sun
2024-07-06,35.0,28.0,14.1,0.0,sun
2024-07-07,35.0,28.0,15.7,0.0,sun
2024-07-08,35.0,29.0,16.1,0.4,other
2024-07-09,36.0,29.0,14.7,11.0,other
2024-07-10,32.0,26.0,9.0,0.2,sun
2024-07-11,36.0,28.0,10.6,10.0,other
2024-07-12,36.0,28.0,12.0,1.0,other
2024-07-13,36.0,27.0,16.7,8.0,other
2024-07-14,33.0,26.0,10.5,1.0,other
2024-07-15,35.0,27.0,9.2,13.0,rain
2024-07-16,35.0,27.0,9.2,3.5,other
2024-07-17,33.0,26.0,10.3,1.1,other
2024-07-18,30.0,26.0,12.5,12.0,other
2024-07-19,32.0,27.0,11.0,5.6,rain
2024-07-20,32.0,27.0,9.4,6.0,other
2024-07-21,36.0,26.0,9.2,3.0,other
2024-07-22,33.0,27.0,8.5,4.0,other
2024-07-23,27.0,25.0,13.8,94.5,sun
2024-07-24,32.0,26.0,10.0,50.7,rain
2024-07-25,33.0,27.0,7.0,12.0,other
2024-07-26,37.0,29.0,10.5,0.0,sun
2024-07-27,37.0,24.0,10.3,0.0,sun
2024-07-28,32.0,26.0,9.1,35.0,rain
2024-07-29,30.0,26.0,10.6,14.0,rain
2024-07-30,31.0,26.0,10.6,2.0,other
2024-07-31,31.0,27.0,7.7,0.4,sun
2024-08-01,31.0,27.0,10.6,0.2,other
2024-08-02,29.0,26.0,10.2,6.5,rain
2024-08-03,32.0,27.0,8.5,0.0,sun
2024-08-04,35.0,28.0,14.3,0.0,sun
2024-08-05,34.0,27.0,11.8,0.0,sun
2024-08-06,35.0,28.0,11.3,0.0,other
2024-08-07,35.6,28.0,9.5,0.0,sun
2024-08-08,37.0,26.0,9.1,0.0,other
2024-08-09,38.0,29.0,10.2,0.0,sun
2024-08-10,38.0,24.0,11.4,0.0,sun
2024-08-11,32.0,25.0,8.6,0.0,sun
2024-08-12,33.0,27.0,9.2,0.0,other
2024-08-13,32.0,26.0,8.1,10.0,other
2024-08-14,30.0,26.0,7.9,13.0,other
2024-08-15,33.0,26.0,8.9,0.5,sun
2024-08-16,35.0,27.0,6.7,0.0,sun
2024-08-17,33.0,28.0,7.9,34.0,other
2024-08-18,34.0,27.0,7.7,0.0,other
2024-08-19,33.0,27.0,6.6,0.0,other
2024-08-20,33.0,27.0,8.5,2.3,other
2024-08-21,33.0,27.0,7.1,19.0,other
2024-08-22,35.0,24.0,10.1,0.0,sun
2024-08-23,26.0,24.0,9.7,51.2,other
2024-08-24,32.0,24.0,8.4,16.0,other
2024-08-25,32.0,25.0,9.8,8.0,sun
2024-08-26,35.0,27.0,8.0,41.0,other
2024-08-27,35.0,28.0,8.1,9.0,sun
2024-08-28,36.0,28.0,8.2,0.0,sun
2024-08-29,35.0,25.0,10.1,0.0,other
2024-08-30,32.0,25.0,7.8,19.5,other
2024-08-31,35.0,27.0,7.4,0.9,other
2024-09-01,33.0,27.0,7.3,2.5,rain
2024-09-02,35.0,26.0,7.4,2.0,other
2024-09-03,34.0,25.0,10.0,20.1,other
2024-09-04,36.0,27.0,6.4,0.0,sun
2024-09-05,37.0,27.0,10.6,0.0,other
2024-09-06,37.0,26.0,13.8,9.0,other
2024-09-07,27.0,25.0,37.5,48.5,rain
2024-09-08,30.0,26.0,18.3,73.0,other
2024-09-09,30.0,24.0,13.4,28.0,sun
2024-09-10,29.0,25.0,6.8,57.5,rain
2024-09-11,27.0,24.0,9.3,32.0,rain
2024-09-12,31.0,25.0,8.7,0.1,rain
2024-09-13,33.0,25.0,8.8,46.0,sun
2024-09-14,35.0,26.0,7.1,2.0,other
2024-09-15,35.0,24.0,8.2,0.0,fog
2024-09-16,33.0,25.0,11.6,48.5,other
2024-09-17,33.0,27.0,9.6,2.0,other
2024-09-18,34.0,26.8,7.5,1.2,other
2024-09-19,35.0,27.0,10.7,0.0,other
2024-09-20,34.0,26.0,9.5,28.6,other
2024-09-21,34.0,25.0,11.2,37.5,other
2024-09-22,28.0,24.0,11.2,17.0,rain
2024-09-23,30.0,23.0,5.9,8.0,other
2024-09-24,33.0,23.0,9.0,0.0,sun
2024-09-25,29.0,25.0,7.2,0.0,sun
2024-09-26,32.0,25.0,8.8,0.0,sun
2024-09-27,34.0,26.0,9.7,0.0,sun
2024-09-28,35.0,28.0,13.6,0.0,other
2024-09-29,34.0,26.0,14.8,31.0,other
2024-09-30,30.0,26.0,9.9,2.0,other
2024-10-01,33.0,24.0,14.2,2.5,other
2024-10-02,29.0,22.0,11.5,0.1,sun
2024-10-03,29.0,20.0,8.0,0.0,sun
2024-10-04,30.0,21.0,6.1,0.0,sun
2024-10-05,31.0,21.0,6.7,0.0,sun
2024-10-06,33.0,23.0,7.4,0.0,fog
2024-10-07,33.0,24.0,8.3,0.0,sun
2024-10-08,32.0,24.0,8.5,0.0,sun
2024-10-09,30.0,22.0,7.2,0.0,sun
2024-10-10,31.0,23.0,7.5,0.0,fog
2024-10-11,32.0,23.0,6.4,0.0,fog
2024-10-12,32.0,24.0,8.2,0.0,sun
2024-10-13,33.0,24.0,9.5,0.0,sun
2024-10-14,33.0,26.0,7.2,0.0,sun
2024-10-15,32.0,24.0,10.3,30.0,rain
2024-10-16,31.0,25.0,6.0,2.0,other
2024-10-17,33.0,25.0,10.0,0.0,sun
2024-10-18,34.0,25.0,8.8,0.0,sun
2024-10-19,34.0,26.0,8.6,0.1,other
2024-10-20,34.0,26.0,7.6,0.0,fog
2024-10-21,29.0,24.0,5.2,17.0,rain
2024-10-22,33.0,24.0,8.6,0.0,sun
2024-10-23,30.0,20.0,12.9,0.0,sun
2024-10-24,32.0,18.0,7.6,0.0,fog
2024-10-25,32.0,19.0,7.1,0.0,fog
2024-10-26,32.0,21.0,13.8,0.0,sun
2024-10-27,25.0,20.0,14.8,2.0,rain
2024-10-28,25.0,21.0,11.6,1.0,other
2024-10-29,27.0,21.0,8.9,0.0,other
2024-10-30,32.0,22.0,7.3,0.0,sun
2024-10-31,32.0,22.0,6.4,0.0,fog
2024-11-01,33.0,20.0,8.0,0.0,sun
2024-11-02,31.0,20.0,8.5,0.0,fog
2024-11-03,27.0,22.0,6.3,0.0,fog
2024-11-04,28.0,23.0,8.5,0.0,sun
2024-11-05,27.0,22.0,8.1,1.0,other
2024-11-06,28.0,23.0,7.8,0.2,sun
2024-11-07,29.0,19.0,7.9,0.0,sun
2024-11-08,29.0,19.0,6.4,0.0,sun
2024-11-09,30.0,19.0,5.8,0.0,fog
2024-11-10,31.0,20.0,7.3,0.0,sun
2024-11-11,32.0,21.0,5.5,0.0,fog
2024-11-12,31.0,23.0,8.0,0.0,sun
2024-11-13,32.0,23.0,9.2,0.0,sun
2024-11-14,31.0,24.0,8.0,0.0,sun
2024-11-15,32.0,25.0,9.0,0.0,fog
2024-11-16,31.0,23.0,8.6,0.0,sun
2024-11-17,32.0,23.0,5.3,0.0,sun
2024-11-18,30.0,23.0,11.3,0.0,sun
2024-11-19,30.0,20.0,9.1,0.0,sun
2024-11-20,28.0,19.0,10.4,0.0,sun
